Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
05/09/2026 12:17,2-0394,Sale,ICE CREAM 🍦,10357,CREAMLINE FAMILY DOU COOKIES&CREAM/CHOCO 950ML,,,1.000,155.75,0.00,155.75,112.75,43.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 11:15,2-0393,Sale,SNACKS,10217,CHIPPY BBQ 108G,,,1.000,28.75,0.00,28.75,21.35,7.40,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 11:15,2-0393,Sale,SNACKS,10219,MR CHIPS MANAMIS MAIS 45G,,,1.000,12.50,0.00,12.50,8.19,4.31,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:44,2-0392,Sale,HOME ESSENTIALS,10249,UNILOVE SQUALANE WIPES,,,1.000,40.00,0.00,40.00,24.50,15.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:43,2-0391,Sale,DRINKS,98000047,WILKINS PURE 500,,,1.000,15.00,0.00,15.00,9.37,5.63,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:43,2-0391,Sale,BATH ESSENTIALS,980000038,COLGATE MOUTHWASH PLAX 60ML,,,1.000,38.98,0.00,38.98,29.75,9.23,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:42,2-0390,Sale,DRINKS,10230,REFRESH 500ML,,,2.000,24.00,0.00,24.00,17.30,6.70,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:42,2-0390,Sale,SNACKS,10218,MR CHIPS NACHO CHEESE 98G,,,1.000,25.50,0.00,25.50,19.50,6.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:42,2-0390,Sale,SNACKS,10226,KROPEK NI MANGJUAN 90G,,,1.000,29.98,0.00,29.98,23.01,6.97,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:41,2-0389,Sale,FOOD,10243,NIPS WHITE CHOCO 14G,,,6.000,48.00,0.00,48.00,0.00,48.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:40,2-0388,Sale,FOOD,10243,NIPS WHITE CHOCO 14G,,,3.000,24.00,0.00,24.00,0.00,24.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:40,2-0388,Sale,,10384,PREMIER PURIFIED WATER 500ML,,,1.000,15.00,0.00,15.00,9.67,5.33,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 10:38,2-0387,Sale,DRINKS,10230,REFRESH 500ML,,,1.000,12.00,0.00,12.00,8.65,3.35,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:23,2-0386,Sale,,10235,"#misc",,,1.000,2.00,0.00,2.00,0.00,2.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:23,2-0385,Sale,FOOD,10233,LA MIA TUNA AFRTDA,,,1.000,38.00,0.00,38.00,33.18,4.82,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,,98000112,MIGHTY PUTI STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,DRINKS,98000076,POCARI SWEAT 500ML,,,1.000,55.00,0.00,55.00,44.58,10.42,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,SNACKS,10223,OVERLOAD CHOCO STRWBRRY,,,2.000,20.00,0.00,20.00,15.84,4.16,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,DRINKS,10239,MOUNTAIN DEW (290ML),,,1.000,20.00,0.00,20.00,16.35,3.65,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,FOOD,10189,NESCAFE STICK,,,5.000,25.00,0.00,25.00,16.25,8.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:21,2-0384,Sale,FOOD,10328,SKYFLAKES TSOKOLATE,,,2.000,19.96,0.00,19.96,14.56,5.40,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:17,2-0383,Sale,FOOD,10045,AJINOMOTO SEASONING,,,2.000,9.96,0.00,9.96,0.00,9.96,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
05/09/2026 00:17,2-0383,Sale,FOOD,10060,MONGGO,,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:58,2-0382,Sale,DRINKS,98000048,WILKINS PURE 1L,,,1.000,25.00,0.00,25.00,15.91,9.09,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:58,2-0382,Sale,DRINKS,98000078,POCARI SWEAT 350ML,,,1.000,45.00,0.00,45.00,34.25,10.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:49,2-0381,Sale,SNACKS,98000071,MANG JUAN SUKAT SILI 26G,,,1.000,12.25,0.00,12.25,6.30,5.95,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:49,2-0381,Sale,ICE CREAM 🍦,10345,CREAMLINE BAR BUKO SALAD,,,1.000,16.75,0.00,16.75,11.60,5.15,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:45,2-0380,Sale,SHELL,10240,SHELL BRAKE AND CLUTCH FLUID,,,1.000,271.00,0.00,271.00,0.00,271.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:45,2-0380,Sale,DRINKS,10383Q,PEPSI EXTRA FIZZ 195ML,,,1.000,15.00,0.00,15.00,11.00,4.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:43,2-0379,Sale,FOOD,10200,HOBE CHKN STNGHN,,,1.000,32.50,0.00,32.50,27.49,5.01,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:43,2-0379,Sale,FOOD,10243,NIPS WHITE CHOCO 14G,,,3.000,24.00,0.00,24.00,0.00,24.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:42,2-0378,Sale,SNACKS,10149,NOVA COUNTRY CHEDDAR 20G,,,1.000,8.75,0.00,8.75,6.66,2.09,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:42,2-0378,Sale,SNACKS,10387,PEEWEE SIZZLING BARBEQUE 25G,,,1.000,10.98,0.00,10.98,8.25,2.73,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:42,2-0378,Sale,SNACKS,10153,DINGDONG MIXED NUTS 100G,,,1.000,30.00,0.00,30.00,24.00,6.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:31,2-0377,Sale,DRINKS,98000054,C2 GREEN TEA APPLE 1L,,,1.000,57.75,0.00,57.75,44.42,13.33,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:31,2-0377,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:27,2-0376,Sale,DRINKS,10239,MOUNTAIN DEW (290ML),,,1.000,20.00,0.00,20.00,16.35,3.65,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:27,2-0376,Sale,DRINKS,10085,SM FLAVORED BEER APPLE,,,2.000,106.00,0.00,106.00,82.00,24.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:27,2-0376,Sale,SNACKS,98000056,NOVA COUNTRY CHEDDAR 38G,,,1.000,18.25,0.00,18.25,14.00,4.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:27,2-0376,Sale,,10235,"#misc",,,1.000,20.00,0.00,20.00,0.00,20.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:17,2-0375,Sale,,10235,"#misc",,,1.000,10.00,0.00,10.00,0.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:17,2-0375,Sale,ICE,10298,ICE CUBE 1KG,,,1.000,25.00,0.00,25.00,13.00,12.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:05,2-0374,Sale,DRINKS,98000108,VITAMILK(DOUBLECHOCO) 300ML,,,1.000,35.00,0.00,35.00,29.50,5.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:05,2-0374,Sale,ICE,10299,ICE CUBE 2KG,,,1.000,35.00,0.00,35.00,24.00,11.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 21:05,2-0374,Sale,DRINKS,980000055,C2 GREEN TEA LEMON 1L,,,1.000,57.75,0.00,57.75,44.42,13.33,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:51,2-0373,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,3.000,36.00,0.00,36.00,27.30,8.70,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:45,2-0372,Sale,SNACKS,10146,CRISPY PATATA 24G,,,1.000,9.98,0.00,9.98,7.75,2.23,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:45,2-0372,Sale,SNACKS,10135,OISHI PRAWN CRACKERS SWEET & EXTRA HOT 24G,,,1.000,9.00,0.00,9.00,7.50,1.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:45,2-0372,Sale,DRINKS,10275,MOUNTAIN DEW 1.5L,,,1.000,72.00,0.00,72.00,62.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,FOOD,10170,BEAR BRAND SWAK CHOCO,,,2.000,30.00,0.00,30.00,18.00,12.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,BATH ESSENTIALS,980000010,SAFEGUARD PURE WHITE 65G,,,1.000,25.98,0.00,25.98,20.19,5.79,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,FOOD,10065,SILVER SWAN SOY SAUCE 200ML,,,1.000,13.00,0.00,13.00,0.00,13.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,FOOD,10064,SILVER SWAN SUKA 200ML,,,1.000,11.00,0.00,11.00,0.00,11.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,Cleaning/Laundry Supplies,10101,BARETA BAR W/ FABCON,,,1.000,25.98,0.00,25.98,0.00,25.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,Cleaning/Laundry Supplies,10015,ZONROX ORIG 250,,,1.000,26.00,0.00,26.00,0.00,26.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,FEMININE CARE,10033,SISTERS NIGHT PLUS W/ WINGS 8PCS,,,1.000,40.00,0.00,40.00,0.00,40.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 20:15,2-0371,Sale,SNACKS,10317@,VCUT SPICY BARBEQUE 25G,,,1.000,20.25,0.00,20.25,16.00,4.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 19:35,2-0370,Sale,FEMININE CARE,10077,WHISPER  FLORAL,,,1.000,50.00,0.00,50.00,0.00,50.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 19:30,2-0369,Sale,SNACKS,98000068,FUN SIZE! PIATTOS CHEESE 18G,,,1.000,10.50,0.00,10.50,6.66,3.84,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 18:54,2-0368,Sale,ICE CREAM 🍦,10364,CREAMLINE CUP CHOCO MUD PIE 210ML,,,2.000,59.00,0.00,59.00,46.88,12.12,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 18:52,2-0367,Sale,DRINKS,10083,RED HORSE 500,,,2.000,150.00,0.00,150.00,120.00,30.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 18:52,2-0367,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,4.000,48.00,0.00,48.00,36.40,11.60,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 18:43,2-0366,Sale,DRINKS,98000039,CLVB 1.5 LTR,,,1.000,255.00,0.00,255.00,211.20,43.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:59,2-0365,Sale,,98000110,MIGHTY PULA  STICK,,,5.000,50.00,0.00,50.00,40.10,9.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:57,2-0364,Sale,DRINKS,10083,RED HORSE 500,,,2.000,150.00,0.00,150.00,120.00,30.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:43,2-0363,Sale,DRINKS,10239,MOUNTAIN DEW (290ML),,,1.000,20.00,0.00,20.00,16.35,3.65,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:43,2-0362,Sale,FOOD,10128,NESCAFE ORIGINAL TWIN PACK,,,1.000,17.00,0.00,17.00,14.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:43,2-0361,Sale,,98000114,CAMEL PREMIUM TABACCOS STICK,,,1.000,10.00,0.00,10.00,7.25,2.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:42,2-0360,Sale,DRINKS,98000047,WILKINS PURE 500,,,1.000,15.00,0.00,15.00,9.37,5.63,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:42,2-0359,Sale,DRINKS,10241,COBRA ASTIG 330ML,,,1.000,25.00,0.00,25.00,20.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:42,2-0358,Sale,SNACKS,10146,CRISPY PATATA 24G,,,1.000,9.98,0.00,9.98,7.75,2.23,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:42,2-0357,Sale,SNACKS,10258,NIPS WHITE CHOCO PACK,,,1.000,35.00,0.00,35.00,28.95,6.05,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:41,2-0356,Sale,SNACKS,98000071,MANG JUAN SUKAT SILI 26G,,,1.000,12.25,0.00,12.25,6.30,5.95,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:41,2-0355,Sale,DRINKS,98000047,WILKINS PURE 500,,,1.000,15.00,0.00,15.00,9.37,5.63,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:40,2-0354,Sale,DRINKS,98000047,WILKINS PURE 500,,,1.000,15.00,0.00,15.00,9.37,5.63,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:40,2-0353,Sale,SNACKS,10207,PRESTO CHOCO,,,2.000,20.00,0.00,20.00,12.26,7.74,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:40,2-0352,Sale,ICE CREAM 🍦,10336,CREAMLINE CONE COOKIES & CREAM 110ML,,,2.000,46.50,0.00,46.50,36.50,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:39,2-0351,Sale,ICE CREAM 🍦,10338,CREAMLINE CONE CHOCO QUESO 110ML,,,1.000,23.25,0.00,23.25,18.25,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 17:36,2-0350,Sale,DRINKS,98000076,POCARI SWEAT 500ML,,,1.000,55.00,0.00,55.00,44.58,10.42,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 04:13,2-0347,Sale,SNACKS,10218,MR CHIPS NACHO CHEESE 98G,,,1.000,25.50,0.00,25.50,19.50,6.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 04:12,2-0346,Sale,,10235,"#misc",,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 03:49,2-0345,Sale,DRINKS,98000046,COCA COLA 1.75L,,,1.000,84.98,0.00,84.98,61.67,23.31,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 03:49,2-0345,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,4.000,48.00,0.00,48.00,36.40,11.60,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 03:39,2-0344,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:58,2-0343,Sale,DRINKS,98000078,POCARI SWEAT 350ML,,,1.000,45.00,0.00,45.00,34.25,10.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:58,2-0343,Sale,ICE CREAM 🍦,10349,CREAMLINE FROOTEES ORANGE 50ML,,,1.000,12.98,0.00,12.98,8.30,4.68,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:41,2-0342,Sale,DRINKS,98000051,C2 GREEN TEA APPLE 335ML,,,1.000,28.75,0.00,28.75,22.08,6.67,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:40,2-0341,Sale,DRINKS,10084,RED HORSE LITRO,,,3.000,420.00,0.00,420.00,360.00,60.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,98000078,POCARI SWEAT 350ML,,,1.000,45.00,0.00,45.00,34.25,10.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,,98000114,CAMEL PREMIUM TABACCOS STICK,,,1.000,10.00,0.00,10.00,7.25,2.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,98000053,C2 SOLO LEMON 230ML,,,1.000,17.00,0.00,17.00,15.32,1.68,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,FOOD,10328,SKYFLAKES TSOKOLATE,,,1.000,9.98,0.00,9.98,7.28,2.70,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,98000078,POCARI SWEAT 350ML,,,1.000,45.00,0.00,45.00,34.25,10.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,10383Q,PEPSI EXTRA FIZZ 195ML,,,1.000,15.00,0.00,15.00,11.00,4.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,10190,GATORADE BLUE BOLT 350ML,,,1.000,35.00,0.00,35.00,25.83,9.17,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,DRINKS,10241,COBRA ASTIG 330ML,,,1.000,25.00,0.00,25.00,20.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
04/09/2026 02:12,2-0340,Sale,ICE CREAM 🍦,10336,CREAMLINE CONE COOKIES & CREAM 110ML,,,1.000,23.25,0.00,23.25,18.25,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 22:44,2-0349,Sale,ICE CREAM 🍦,10363,CREAMLINE  CUP CHOCO MALLOW 210ML,,,2.000,59.00,0.00,59.00,46.88,12.12,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 22:42,2-0348,Sale,ICE,10298,ICE CUBE 1KG,,,1.000,25.00,0.00,25.00,13.00,12.00,0.00,,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 22:26,2-0339,Sale,HOME ESSENTIALS,10043,LION TIGER KATOL - COIL,,,2.000,10.00,0.00,10.00,0.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 22:26,2-0339,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,2.000,24.00,0.00,24.00,18.20,5.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:58,2-0338,Sale,SNACKS,10149,NOVA COUNTRY CHEDDAR 20G,,,1.000,8.75,0.00,8.75,6.66,2.09,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:46,2-0337,Sale,ICE CREAM 🍦,10347,CREAMLINE BAR UBE QUESO PASTILLAS,,,1.000,16.75,0.00,16.75,11.60,5.15,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:46,2-0337,Sale,ICE CREAM 🍦,10340,CREAMLINE JUMBO CONE COOKIES & CREAM 140ML,,,1.000,29.98,0.00,29.98,24.10,5.88,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:36,2-0336,Sale,,10235,"#misc",,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:35,2-0335,Sale,,10235,"#misc",,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:33,2-0334,Sale,FOOD,10228,NISSIN CUP NOODLES SPCYHTBF,,,1.000,30.00,0.00,30.00,22.01,7.99,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:32,2-0333,Sale,Cleaning/Laundry Supplies,10105,SURF POWDER KALAMANSI,,,3.000,29.94,0.00,29.94,0.00,29.94,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:32,2-0333,Sale,HOME ESSENTIALS,10244,SURF(CHERRY BLOSSOM),,,3.000,29.94,0.00,29.94,20.10,9.84,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:32,2-0333,Sale,Cleaning/Laundry Supplies,980000024,TIDE POWDER JUMBO PACK DEEP CLEAN,,,2.000,39.96,0.00,39.96,30.24,9.72,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:32,2-0333,Sale,Cleaning/Laundry Supplies,980000026,DOWNY SUNRISE FRESH 26ML,,,3.000,26.94,0.00,26.94,18.69,8.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:18,2-0332,Sale,SNACKS,10223,OVERLOAD CHOCO STRWBRRY,,,1.000,10.00,0.00,10.00,7.92,2.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 21:04,2-0331,Sale,BATH ESSENTIALS,980000010,SAFEGUARD PURE WHITE 65G,,,1.000,25.98,0.00,25.98,20.19,5.79,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 20:27,2-0330,Sale,DRINKS,10084,RED HORSE LITRO,,,1.000,140.00,0.00,140.00,120.00,20.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:57,2-0329,Sale,DRINKS,10251,PEPSI EXTRA FIZZ 1L,,,1.000,55.00,0.00,55.00,41.00,14.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:57,2-0328,Sale,,10235,"#misc",,,1.000,45.00,0.00,45.00,0.00,45.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:57,2-0328,Sale,SNACKS,10396,TATTOOS CORN TUBE PIZZA 60G,,,2.000,29.96,0.00,29.96,21.80,8.16,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:57,2-0328,Sale,SNACKS,10140,OISHI RINBEE,,,2.000,18.00,0.00,18.00,15.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:57,2-0328,Sale,SNACKS,10156,PEEWEE PZZA SUPREME,,,1.000,10.98,0.00,10.98,8.50,2.48,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:46,2-0327,Sale,,10235,"#misc",,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:40,2-0326,Sale,ICE CREAM 🍦,10366,CREAMLINE SUNDAE CARAMEL 120ML,,,1.000,24.98,0.00,24.98,15.85,9.13,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:23,1-0339,Sale,ICE CREAM 🍦,19,OREO ICE CREAM 110ML,,,1.000,62.98,0.00,62.98,55.00,7.98,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:21,1-0338,Sale,FOOD,10171,ENERGEN VNLA,,,7.000,83.86,0.00,83.86,60.55,23.31,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 19:21,1-0338,Sale,FOOD,10173,MILO,,,9.000,108.00,0.00,108.00,83.25,24.75,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 18:33,2-0325,Sale,ICE CREAM 🍦,10344,CREAMLINE PINIPIG CHOCOLATE 70ML,,,2.000,39.96,0.00,39.96,32.30,7.66,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 16:58,2-0324,Sale,,10235,"#misc",,,1.000,6.00,0.00,6.00,0.00,6.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
03/09/2026 16:47,2-0323,Sale,SNACKS,10202,PIATTOS CHEESE 85G,,,1.000,38.50,0.00,38.50,33.22,5.28,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
